State,Branch Name,City,Lat,Long,,,,,,
South Carolina,City Electric Supply Irmo,Irmo,34.0945213,-81.161267,,,,,,
South Carolina,City Electric Supply Beaufort,Beaufort,32.4338482,-80.7211385,,,,,,
South Carolina,City Electric Supply Simpsonville,Simpsonville,34.7333248,-82.2669923,,,,,,
South Carolina,City Electric Supply Aiken,Aiken,33.5319823,-81.698036,,,,,,
South Carolina,City Electric Supply Gaffney,Gaffney,35.0662999,-81.6611161,,,,,,
South Carolina,City Electric Supply Summerville,Summerville,33.0239598,-80.1665731,,,,,,
South Carolina,City Electric Supply Anderson,Anderson,34.5305785,-82.6614473,,,,,,
South Carolina,City Electric Supply Conway,Conway,33.8042752,-79.0044364,,,,,,
South Carolina,City Electric Supply Indian Land,Indian Land,34.9987027,-80.8633367,,,,,,
South Carolina,City Electric Supply Greer,Greer,34.948797,-82.216033,,,,,,
South Carolina,City Electric Supply Seneca,Seneca,34.6985605,-82.9865626,,,,,,
South Carolina,City Electric Supply North Charleston,North Charleston,32.8552788,-80.0193366,,,,,,
South Carolina,City Electric Supply,,Missing City/State,,,,,,,
South Carolina,City Electric Supply Spartanburg,Spartanburg,34.9478409,-81.9250408,,,,,,
South Carolina,City Electric Supply Bluffton,Bluffton,32.252731,-80.8537159,,,,,,
South Carolina,City Electric Supply Moncks Corner,Moncks Corner,33.1904055,-79.9930638,,,,,,
South Carolina,City Electric Supply Murrells Inlet,Murrells Inlet,33.592337,-79.0263654,,,,,,
South Carolina,City Electric Supply Uptown Charlotte,Uptown Charlotte,35.2208727,-80.8573584,,,,,,
South Carolina,City Electric Supply Lancaster SC,Lancaster SC,34.745399,-80.7803249,,,,,,
South Carolina,City Electric Supply Easley,Easley,34.8310336,-82.5817206,,,,,,
South Carolina,City Electric Supply Greenwood,Greenwood,34.2119481,-82.1740503,,,,,,
South Carolina,City Electric Supply Orangeburg,Orangeburg,33.4831593,-80.8604935,,,,,,
South Carolina,City Electric Supply Walterboro,Walterboro,32.8964408,-80.6725689,,,,,,
South Carolina,City Electric Supply Charleston Cross County,Charleston Cross County,32.923384,-80.0699417,,,,,,
South Carolina,City Electric Supply Sunset,Sunset,34.9776127,-82.7990259,,,,,,
South Carolina,City Electric Supply Hartsville,Hartsville,34.3489174,-80.0536516,,,,,,
South Carolina,City Electric Supply Savannah Midtown,Savannah Midtown,32.0004782,-81.1207304,,,,,,
South Carolina,City Electric Supply Westinghouse,Westinghouse,35.1298683,-80.945891,,,,,,
South Carolina,City Electric Supply Gastonia,Gastonia,35.2642497,-81.1011025,,,,,,
South Carolina,City Electric Supply Kings Mountain,Kings Mountain,35.2383252,-81.3326917,,,,,,
South Carolina,City Electric Supply Shelby,Shelby,35.2628067,-81.4703732,,,,,,
South Carolina,City Electric Supply Plaza-midwood,Plaza-midwood,35.224724,-80.817029,,,,,,
South Carolina,City Electric Supply Waxhaw,Waxhaw,33.836081,-81.1637245,,,,,,
South Carolina,City Electric Supply University City,University City,35.2895534,-80.7615978,,,,,,
South Carolina,City Electric Supply Augusta West,Augusta West,33.836081,-81.1637245,,,,,,
South Carolina,City Electric Supply Southern Pines,Southern Pines,35.1377104,-79.4388916,,,,,,
South Carolina,City Electric Supply Augusta Downtown,Augusta Downtown,33.836081,-81.1637245,,,,,,
South Carolina,City Electric Supply Hendersonville,Hendersonville,32.7907305,-80.7253829,,,,,,
South Carolina,City Electric Supply Monroe,Monroe,33.836081,-81.1637245,,,,,,
South Carolina,City Electric Supply Charlotte West,Charlotte West,35.232795,-80.9249265,,,,,,
South Carolina,City Electric Supply Huntersville,Huntersville,35.3980358,-80.8524722,,,,,,
South Carolina,City Electric Supply Rockingham,Rockingham,34.9393201,-79.7739457,,,,,,
South Carolina,City Electric Supply Lumberton,Lumberton,34.6365303,-79.0018543,,,,,,
South Carolina,City Electric Supply Savannah Downtown,Savannah Downtown,34.0007588,-81.0352178,,,,,,
South Carolina,City Electric Supply Harrisburg,Harrisburg,35.3139238,-80.6695189,,,,,,
South Carolina,City Electric Supply Rincon,Rincon,32.3064395,-81.2437637,,,,,,
South Carolina,City Electric Supply Denver,Denver,39.7392358,-104.990251,,,,,,
South Carolina,City Electric Supply Wadesboro,Wadesboro,34.9652532,-80.0537543,,,,,,
South Carolina,City Electric Supply Matthews,Matthews,35.1315568,-80.7282368,,,,,,
South Carolina,City Electric Supply Lincolnton,Lincolnton,35.4740204,-81.1803026,,,,,,
South Carolina,City Electric Supply Forest City,Forest City,35.3430868,-81.8879297,,,,,,
South Carolina,City Electric Supply Concord,Concord,35.4267157,-80.6088941,,,,,,
South Carolina,City Electric Supply Savannah West,Savannah West,33.836081,-81.1637245,,,,,,
South Carolina,City Electric Supply Toccoa,Toccoa,34.54046,-83.2698016,,,,,,
Tennesse,City Electric Supply Nashville Downtown,Nashville Downtown,36.1740844,-86.7758721,,,,,,
Tennesse,City Electric Supply Clarksville,Clarksville,36.5611768,-87.3159223,,,,,,
Tennesse,City Electric Supply Midtown Memphis,Midtown Memphis,35.1478452,-89.957436,,,,,,
Tennesse,City Electric Supply Murfreesboro,Murfreesboro,35.8349758,-86.409709,,,,,,
Tennesse,City Electric Supply Berry Hill,Berry Hill,36.1257745,-86.7691948,,,,,,
Tennesse,City Electric Supply Dickson,Dickson,36.0770048,-87.3877899,,,,,,
Tennesse,City Electric Supply Cookeville,Cookeville,36.1396237,-85.5251782,,,,,,
Tennesse,City Electric Supply Spring Hill,Spring Hill,35.73794,-86.887572,,,,,,
Tennesse,City Electric Supply West Knoxville,West Knoxville,35.9531625,-83.9816846,,,,,,
Tennesse,City Electric Supply Chattanooga,Chattanooga,35.0230141,-85.2977643,,,,,,
Tennesse,City Electric Supply Morristown,Morristown,36.2144781,-83.2942035,,,,,,
Tennesse,City Electric Supply Columbia,Columbia,35.5889738,-87.0320961,,,,,,
Tennesse,City Electric Supply Manchester,Manchester,35.466521,-86.0691802,,,,,,
Tennesse,City Electric Supply Lawrenceburg,Lawrenceburg,35.253775,-87.3408333,,,,,,
Tennesse,City Electric Supply Nashville North,Nashville North,36.2291614,-86.7613857,,,,,,
Tennesse,City Electric Supply Nashville West,Nashville West,36.1712036,-86.8768615,,,,,,
Tennesse,City Electric Supply Mt. Juliet,Mt. Juliet,36.2323295,-86.5111269,,,,,,
Tennesse,City Electric Supply Knoxville Downtown,Knoxville Downtown,35.9747666,-83.9158979,,,,,,
Tennesse,City Electric Supply Memphis Southeast,Memphis Southeast,34.9960207,-89.8733424,,,,,,
Tennesse,City Electric Supply Johnson City,Johnson City,36.3539557,-82.4063357,,,,,,
Tennesse,City Electric Supply Cool Springs,Cool Springs,36.1628463,-89.1386791,,,,,,
Tennesse,City Electric Supply Gallatin,Gallatin,36.4094515,-86.4519427,,,,,,
Tennesse,City Electric Supply Dixie Lee Junction,Dixie Lee Junction,35.8593135,-84.2257619,,,,,,
Tennesse,City Electric Supply Clarksville South,Clarksville South,36.5143525,-87.2956304,,,,,,
Tennesse,City Electric Supply Sevierville,Sevierville,35.867356,-83.551838,,,,,,
Tennesse,City Electric Supply Bartlett,Bartlett,35.2309523,-89.805739,,,,,,
Tennesse,City Electric Supply Hendersonville,Hendersonville,36.3030233,-86.6283133,,,,,,
Tennesse,City Electric Supply Lebanon,Lebanon,36.2106267,-86.2912286,,,,,,
Tennesse,City Electric Supply Shelbyville,Shelbyville,35.4880448,-86.4595976,,,,,,
Tennesse,City Electric Supply Cleveland,Cleveland,35.1595182,-84.8766115,,,,,,
Tennesse,City Electric Supply Collierville,Collierville,35.0050122,-89.6412737,,,,,,
Tennesse,City Electric Supply Chattanooga East,Chattanooga East,35.0538421,-85.1479377,,,,,,
Tennesse,City Electric Supply Alcoa,Alcoa,35.7628809,-83.9787063,,,,,,
Tennesse,City Electric Supply Nashville Airport,Nashville Airport,36.1470628,-86.6962632,,,,,,
Tennesse,City Electric Supply Powell,Powell,36.0040117,-84.0284519,,,,,,
Tennesse,City Electric Supply Kingsport,Kingsport,36.5424298,-82.5578799,,,,,,
Tennesse,City Electric Supply Greeneville,Greeneville,36.149578,-82.853609,,,,,,
Tennesse,City Electric Supply La Vergne,La Vergne,36.0156178,-86.5819394,,,,,,
Tennesse,City Electric Supply Greenback,Greenback,35.6405828,-84.1498867,,,,,,
Tennesse,City Electric Supply Millington,Millington,35.341783,-89.9102803,,,,,,
Tennesse,City Electric Supply Bristol,Bristol,36.6019542,-82.1756471,,,,,,
Tennesse,City Electric Supply Southaven,Southaven,34.9906526,-89.9927726,,,,,,
Texas,City Electric Supply Headquarters,Headquarters,32.7766016,-96.805712,,,,,,
Texas,City Electric Supply Houston Downtown,Houston Downtown,29.7214402,-95.3255694,,,,,,
Texas,City Electric Supply San Antonio Southeast,San Antonio Southeast,29.4013312,-98.4063099,,,,,,
Texas,City Electric Supply Downtown San Antonio,Downtown San Antonio,29.4391724,-98.5106117,,,,,,
Texas,City Electric Supply Rockwall,Rockwall,32.9176435,-96.4442958,,,,,,
Texas,City Electric Supply Garland,Garland,32.906897,-96.6814504,,,,,,
Texas,City Electric Supply Spring,Spring,29.9756293,-95.4203095,,,,,,
Texas,City Electric Supply Arlington,Arlington,32.7362478,-97.0834529,,,,,,
Texas,City Electric Supply Plano,Plano,33.0085584,-96.6830755,,,,,,
Texas,City Electric Supply Oak Hill,Oak Hill,30.2315534,-97.9311164,,,,,,
Texas,City Electric Supply Fort Worth,Fort Worth,32.7661667,-97.2881896,,,,,,
Texas,City Electric Supply Montgomery,Montgomery,30.377087,-95.643742,,,,,,
Texas,City Electric Supply La Marque,La Marque,29.3905017,-95.0222045,,,,,,
Texas,City Electric Supply Galveston,Galveston,29.2893414,-94.8497315,,,,,,
Texas,City Electric Supply Bastrop,Bastrop,30.1124745,-97.3696234,,,,,,
Texas,City Electric Supply Houston Northwest,Houston Northwest,29.8171496,-95.4838595,,,,,,
Texas,City Electric Supply Austin North,Austin North,30.3930957,-97.7187316,,,,,,
Texas,City Electric Supply Conroe,Conroe,30.3073637,-95.4566512,,,,,,
Texas,City Electric Supply Pflugerville,Pflugerville,30.4527663,-97.6636183,,,,,,
Texas,City Electric Supply Marble Falls,Marble Falls,30.5835177,-98.2894787,,,,,,
Texas,City Electric Supply Tradesman,Tradesman,29.5857908,-98.5842036,,,,,,
Texas,City Electric Supply San Antonio North,San Antonio North,29.5576967,-98.427311,,,,,,
Texas,City Electric Supply Farmers Branch,Farmers Branch,32.92136,-96.90384,,,,,,
Texas,City Electric Supply Pasadena,Pasadena,29.6992758,-95.1526009,,,,,,
Texas,City Electric Supply Humble,Humble,29.998734,-95.2477057,,,,,,
Texas,City Electric Supply Huntsville,Huntsville,30.7235263,-95.5507771,,,,,,
Texas,City Electric Supply Brenham,Brenham,30.1426076,-96.3680252,,,,,,
Texas,City Electric Supply South Houston,South Houston,29.6566691,-95.2520156,,,,,,
Texas,City Electric Supply Forney,Forney,32.7420754,-96.4387732,,,,,,
Texas,City Electric Supply Keller,Keller,32.9350083,-97.2467755,,,,,,
Texas,City Electric Supply Stafford,Stafford,29.650359,-95.545187,,,,,,
Texas,City Electric Supply Katy,Katy,29.785101,-95.8418522,,,,,,
Texas,City Electric Supply Tomball,Tomball,30.1178725,-95.5923692,,,,,,
Texas,City Electric Supply New Braunfels,New Braunfels,29.7720118,-98.0390672,,,,,,
Texas,City Electric Supply Sherman,Sherman,33.6775588,-96.5876682,,,,,,
Texas,City Electric Supply Cedar Park,Cedar Park,30.5043562,-97.8139266,,,,,,
Texas,City Electric Supply Corpus Christi,Corpus Christi,27.729836,-97.4208543,,,,,,
Texas,City Electric Supply Houston Westchase,Houston Westchase,29.7218422,-95.5663497,,,,,,
Texas,City Electric Supply Waxahachie,Waxahachie,32.3763649,-96.8288867,,,,,,
Texas,City Electric Supply Temple,Temple,31.0834367,-97.3819159,,,,,,
Texas,City Electric Supply Pearland,Pearland,29.5971183,-95.3666925,,,,,,
Texas,City Electric Supply Mansfield,Mansfield,32.5541843,-97.1192091,,,,,,
Texas,City Electric Supply McKinney,McKinney,33.2198294,-96.6280747,,,,,,
Texas,City Electric Supply Waller,Waller,30.0671892,-95.9366757,,,,,,
Texas,City Electric Supply Kyle,Kyle,29.9675061,-97.8739396,,,,,,
Texas,City Electric Supply Bryan-college Station,Bryan-college Station,30.6579462,-96.3716452,,,,,,
Texas,City Electric Supply Frisco,Frisco,33.1714848,-96.8343462,,,,,,
Texas,City Electric Supply Denton,Denton,33.23269,-97.17772,,,,,,
Texas,City Electric Supply Rosenberg,Rosenberg,29.5584607,-95.8889067,,,,,,
Texas,City Electric Supply Granbury,Granbury,32.4335066,-97.8206341,,,,,,
Texas,City Electric Supply Ellington Field Industrial,Ellington Field Industrial,29.5890262,-95.1668717,,,,,,
Texas,City Electric Supply Schertz,Schertz,29.6198016,-98.2911242,,,,,,
Texas,City Electric Supply Hutto,Hutto,30.5896089,-97.5810665,,,,,,
Texas,City Electric Supply Aledo,Aledo,32.6901061,-97.5203938,,,,,,
Texas,"Wholesale Electric Supply Co. of Houston, Inc. - Texas City","Co. of Houston, Inc. - Texas City",29.3579538,-94.9494052,,,,,,
Texas,City Electric Supply Azle,Azle,32.8990881,-97.5476909,,,,,,
Texas,City Electric Supply Jersey Village,Jersey Village,29.8993029,-95.5064024,,,,,,
Texas,City Electric Supply Kennedale,Kennedale,32.6486779,-97.2239226,,,,,,
Texas,City Electric Supply Boerne,Boerne,29.7203356,-98.6690064,,,,,,
Texas,City Electric Supply Victoria,Victoria,28.8314039,-97.0083514,,,,,,
Virginia,City Electric Supply Virginia Beach,Virginia Beach,36.821389,-76.0659362,,,,,,
Virginia,City Electric Supply Richmond East,Richmond East,Error: Service error: Google Maps,,,,,,,
Virginia,City Electric Supply Fredericksburg,Fredericksburg,38.2608582,-77.4935329,,,,,,
Virginia,City Electric Supply Norfolk Central,Norfolk Central,36.8647931,-76.2311665,,,,,,
Virginia,City Electric Supply Richmond South,Richmond South,37.4562109,-77.625514,,,,,,
Virginia,City Electric Supply Alexandria,Alexandria,38.7724625,-77.1542139,,,,,,
Virginia,City Electric Supply Charlottesville,Charlottesville,38.153339,-78.420119,,,,,,
Virginia,City Electric Supply Chesapeake,Chesapeake,36.7779218,-76.3771095,,,,,,
Virginia,City Electric Supply Williamsburg,Williamsburg,37.2555366,-76.7624639,,,,,,
Virginia,City Electric Supply Danville,Danville,36.5951089,-79.4162068,,,,,,
Virginia,City Electric Supply Richmond North,Richmond North,37.5591057,-77.4144591,,,,,,
Virginia,City Electric Supply Suffolk,Suffolk,36.7303782,-76.6140295,,,,,,
Virginia,City Electric Supply Chesapeake South,Chesapeake South,36.7623814,-76.2319986,,,,,,
Virginia,City Electric Supply Bristol,Bristol,36.6019542,-82.1756471,,,,,,
Virginia,City Electric Supply Roanoke,Roanoke,37.2854179,-79.9881738,,,,,,
Virginia,City Electric Supply Lynchburg,Lynchburg,37.3760543,-79.15611,,,,,,
Virginia,City Electric Supply Manassas,Manassas,38.783337,-77.558105,,,,,,
Virginia,City Electric Supply West Lake,West Lake,38.5167912,-78.0208309,,,,,,
Virginia,City Electric Supply Wincheste,Wincheste,39.1856597,-78.1633341,,,,,,
Virginia,City Electric Supply Newport News,Newport News,37.0843857,-76.4769271,,,,,,
Virginia,City Electric Supply Dulles Airport,Dulles Airport,38.9514348,-77.527446,,,,,,
Virginia,City Electric Supply Staunton,Staunton,38.1494226,-79.0737047,,,,,,
Virginia,City Electric Supply Christiansburg,Christiansburg,37.1298517,-80.4089389,,,,,,
West Virginia,City Electric Supply Martinsburg,Martinsburg,39.4360929,-77.9858686,,,,,,
West Virginia,City Electric Supply Petersburg,Petersburg,38.9926097,-79.1239239,,,,,,
Maryland,City Electric Supply Capitol Heights,Capitol Heights,38.8814514,-76.8552098,,,,,,
Maryland,City Electric Supply Beltsville,Beltsville,39.0240574,-76.9086608,,,,,,
Maryland,City Electric Supply Baltimore South,Baltimore South,39.2467425,-76.6814026,,,,,,
Maryland,City Electric Supply Cumberland,Cumberland,39.6256,-78.77185,,,,,,
Maryland,City Electric Supply Hagerstown,Hagerstown,39.5956293,-77.8072169,,,,,,
Maryland,City Electric Supply Rockville,Rockville,39.0482596,-77.1027817,,,,,,
Maryland,City Electric Supply Prince Frederick,Prince Frederick,38.508621,-76.6381942,,,,,,
Maryland,City Electric Supply Frederick,Frederick,39.3984158,-77.3831543,,,,,,
Maryland,City Electric Supply Baltimore North,Baltimore North,39.3597146,-76.4476251,,,,,,
Maryland,City Electric Supply Gaithersburg,Gaithersburg,39.1625227,-77.1594809,,,,,,
Kentucky,City Electric Supply Dry Ridge,Dry Ridge,38.6855514,-84.6032999,,,,,,
Kentucky,City Electric Supply Hopkinsville,Hopkinsville,36.8399544,-87.4830185,,,,,,
Kentucky,City Electric Supply Erlanger,Erlanger,39.0369475,-84.6357644,,,,,,
Kentucky,City Electric Supply Clarksville,Clarksville,36.5611768,-87.3159223,,,,,,
Kentucky,City Electric Supply Cincinnati,Cincinnati,39.1695895,-84.4844002,,,,,,
Louisiana,City Electric Supply Gulfport,Gulfport,30.428733,-89.0317259,,,,,,
Louisiana,City Electric Supply Pascagoula,Pascagoula,30.3794931,-88.5352609,,,,,,
Louisiana,City Electric Supply Galveston,Galveston,29.2893414,-94.8497315,,,,,,
Louisiana,City Electric Supply Mobile Central,Mobile Central,30.6953657,-88.0398912,,,,,,
Louisiana,City Electric Supply La Marque,La Marque,29.3905017,-95.0222045,,,,,,
Mississippi,City Electric Supply Gulfport,Gulfport,30.428733,-89.0317259,,,,,,
Mississippi,City Electric Supply Southaven,Southaven,34.9906526,-89.9927726,,,,,,
Mississippi,City Electric Supply Pascagoula,Pascagoula,30.3794931,-88.5352609,,,,,,
Mississippi,City Electric Supply Memphis Southeast,Memphis Southeast,34.9960207,-89.8733424,,,,,,
New Jersey,City Electric Supply Cherry Hill,Cherry Hill,39.9094005,-74.9675193,,,,,,
New Jersey,City Electric Supply Lawrenceville,Lawrenceville,33.975807,-83.982965,,,,,,
New Jersey,City Electric Supply Egg Harbor Township,Egg Harbor Township,39.4193135,-74.5274735,,,,,,
New Jersey,City Electric Supply Mt. Holly,Mt. Holly,39.9931696,-74.7855812,,,,,,
Pennslyvania,City Electric Supply Philadelphia Central,Philadelphia Central,39.9185669,-75.1471414,,,,,,
Pennslyvania,City Electric Supply Norristown,Norristown,40.1523695,-75.373266,,,,,,
Pennslyvania,City Electric Supply Allentown,Allentown,40.6461952,-75.4398175,,,,,,
Pennslyvania,City Electric Supply Willow Grove,Willow Grove,40.149593,-75.1072369,,,,,,
Pennslyvania,City Electric Supply Philadelphia North East,Philadelphia North East,39.9895915,-75.0908782,,,,,,
Pennslyvania,City Electric Supply Wilkes Barre,Wilkes Barre,41.2371029,-75.8920549,,,,,,
Pennslyvania,City Electric Supply Montgomeryville,Montgomeryville,40.2473291,-75.2437853,,,,,,
Pennslyvania,City Electric Supply Folsom,Folsom,39.8929973,-75.3140512,,,,,,
Pennslyvania,City Electric Supply Scranton,Scranton,41.3773256,-75.6895335,,,,,,
Pennslyvania,City Electric Supply West Chester,West Chester,39.9716525,-75.5900671,,,,,,
Pennslyvania,City Electric Supply Upper Darby,Upper Darby,39.9652507,-75.2757953,,,,,,
Pennslyvania,City Electric Supply Reading,Reading,40.4094036,-75.9383679,,,,,,
Pennslyvania,City Electric Supply Wilmington DE,Wilmington DE,39.7162674,-75.5505162,,,,,,
Pennslyvania,City Electric Supply Hagerstown,Hagerstown,39.5956293,-77.8072169,,,,,,
Pennslyvania,City Electric Supply Lawrenceville,Lawrenceville,33.975807,-83.982965,,,,,,
Pennslyvania,City Electric Supply Cumberland,Cumberland,39.6256,-78.77185,,,,,,
Illinois,City Electric Supply Elgin,Elgin,42.0354084,-88.2825668,,,,,,
Illinois,City Electric Supply Woodstock,Woodstock,42.3008437,-88.4308045,,,,,,
Illinois,City Electric Supply Bolingbrook,Bolingbrook,41.6736872,-88.0682476,,,,,,
Illinois,City Electric Supply Montgomery,Montgomery,41.7282027,-88.3578081,,,,,,
Illinois,City Electric Supply Skokie,Skokie,42.0260091,-87.7255847,,,,,,
Illinois,City Electric Supply Northlake,Northlake,41.9043182,-87.9104011,,,,,,
Illinois,City Electric Supply Gurnee,Gurnee,42.38159,-87.90979,,,,,,
Illinois,City Electric Supply Rockford,Rockford,42.2247663,-89.029904,,,,,,Granite
Illinois,City Electric Supply Des Plaines,Des Plaines,42.0534741,-87.8882846,,,,,,Rhode Island
Illinois,City Electric Supply Mchenry,Mchenry,42.3441134,-88.2775918,,,,,,Connecticut
Illinois,City Electric Supply Lake Vla,Lake Vla,40.6331249,-89.3985283,,,,,,Delaware
Illinois,City Electric Supply Bedford Park,Bedford Park,41.7736521,-87.7551976,,,,,,Vermont
Illinois,City Electric Supply Lake Zurich,Lake Zurich,42.1987115,-88.0717949,,,,,,
Illinois,City Electric Supply Kenosha,Kenosha,42.5653111,-87.8639098,,,,,,
Indiana,City Electric Supply Lynwood,Lynwood,41.5270386,-87.5656219,,,,,,
Indiana,City Electric Supply Highland,Highland,41.5378122,-87.4606927,,,,,,
Indiana,City Electric Supply Chesterton,Chesterton,41.5969631,-87.0463353,,,,,,
Indiana,City Electric Supply Valparaiso,Valparaiso,41.4579682,-87.0772287,,,,,,
Indiana,City Electric Supply Crown Point,Crown Point,41.4268703,-87.3527053,,,,,,
Indiana,City Electric Supply Michigan City,Michigan City,41.6837321,-86.9605912,,,,,,
Indiana,City Electric Supply Montgomery,Montgomery,38.6625493,-87.0461181,,,,,,
Indiana,City Electric Supply Lynwood,Lynwood,41.5270386,-87.5656219,,,,,,
Indiana,City Electric Supply Des Plaines,Des Plaines,42.0534741,-87.8882846,,,,,,
Indiana,City Electric Supply Bedford Park,Bedford Park,41.7736521,-87.7551976,,,,,,
Indiana,City Electric Supply Bolingbrook,Bolingbrook,41.6736872,-88.0682476,,,,,,
Indiana,City Electric Supply Northlake,Northlake,41.9043182,-87.9104011,,,,,,
Indiana,City Electric Supply Lake Zurich,Lake Zurich,42.1987115,-88.0717949,,,,,,
Indiana,City Electric Supply Elgin,Elgin,40.5512165,-85.6023643,,,,,,
Indiana,City Electric Supply Skokie,Skokie,39.76909,-86.158018,,,,,,
Indiana,City Electric Supply Rockford,Rockford,42.2247663,-89.029904,,,,,,
Indiana,City Electric Supply Kenosha,Kenosha,40.5512165,-85.6023643,,,,,,
Indiana,City Electric Supply Janesvle,Janesvle,42.7409736,-88.9826709,,,,,,
Indiana,City Electric Supply Gurnee,Gurnee,42.38159,-87.90979,,,,,,
Indiana,City Electric Supply Mchenry,Mchenry,42.3441134,-88.2775918,,,,,,
Indiana,City Electric Supply Woodstock,Woodstock,39.827542,-86.1847104,,,,,,
Indiana,City Electric Supply Lake Vla,Lake Vla,41.4897279,-87.3016132,,,,,,
Indiana,City Electric Supply Lake Geneva,Lake Geneva,40.5512165,-85.6023643,,,,,,
Indiana,All-Phase Electric Supply Michigan City,Michigan City,41.7150062,-86.9019913,,,,,,
Indiana,City Electric Supply Avon,Avon,39.7602939,-86.3723827,,,,,,
Indiana,City Electric Supply Martinsvle,Martinsvle,39.4056689,-86.4452651,,,,,,
Indiana,City Electric Supply Fort Wayne,Fort Wayne,41.1216857,-85.1435146,,,,,,
Indiana,City Electric Supply Fishers,Fishers,39.91385,-86.04029,,,,,,
Indiana,City Electric Supply Indianapolis South,Indianapolis South,39.5917287,-86.1012172,,,,,,
Indiana,City Electric Supply Muncie,Muncie,40.2181049,-85.434995,,,,,,
Indiana,City Electric Supply Indianapolis East,Indianapolis East,39.7992224,-86.0116775,,,,,,
Kansas,City Electric Supply Olathe,Olathe,38.834186,-94.8200598,,,,,,
Kansas,City Electric Supply Merriam,Merriam,39.030814,-94.6879248,,,,,,
Kansas,City Electric Supply Wichita North,Wichita North,37.7536157,-97.2644509,,,,,,
Kansas,City Electric Supply Lenexa,Lenexa,38.9486865,-94.7572842,,,,,,
Kansas,City Electric Supply Wichita Central,Wichita Central,37.676425,-97.327263,,,,,,
Kansas,City Electric Supply Leavenworth,Leavenworth,39.2677118,-94.9258838,,,,,,
Kansas,City Electric Supply - NKC,- NKC,39.127137,-94.5741705,,,,,,
Kansas,City Electric Supply Grandview,Grandview,38.8886591,-94.5290977,,,,,,
Kansas,City Electric Supply Wichita West,Wichita West,37.6726495,-97.394053,,,,,,
Kansas,City Electric Supply Independence,Independence,39.0434507,-94.4191271,,,,,,
Kansas,City Electric Supply Liberty,Liberty,39.2519233,-94.4540897,,,,,,
Michigan,City Electric Supply Oxford,Oxford,42.8247607,-83.2649576,,,,,,
Michigan,City Electric Supply Michigan City,Michigan City,41.6837321,-86.9605912,,,,,,
Michigan,City Electric Supply Novi,Novi,42.48417,-83.49422,,,,,,
Michigan,City Electric Supply Lansing,Lansing,42.696592,-84.641982,,,,,,
Michigan,City Electric Supply Livonia,Livonia,42.3808869,-83.4109335,,,,,,
Michigan,City Electric Supply Brighton,Brighton,42.5692782,-83.8136552,,,,,,
Michigan,City Electric Supply Rochester Hills,Rochester Hills,42.6496678,-83.1651447,,,,,,
Michigan,City Electric Supply Waterford,Waterford,42.6591821,-83.411285,,,,,,
Michigan,City Electric Supply Fenton,Fenton,42.7966292,-83.7324392,,,,,,
Michigan,City Electric Supply Clinton Township,Clinton Township,42.5554509,-82.8820351,,,,,,
Michigan,City Electric Supply Macomb,Macomb,42.6721854,-82.9917312,,,,,,
Michigan,City Electric Supply Ann Arbor,Ann Arbor,42.2280055,-83.7438932,,,,,,
Michigan,City Electric Supply Madison Heights,Madison Heights,42.5276212,-83.0975544,,,,,,
Missouri,City Electric Supply Grandview,Grandview,38.8886591,-94.5290977,,,,,,
Missouri,City Electric Supply Springfield,Springfield,37.2268161,-93.2354051,,,,,,
Missouri,City Electric Supply Independence,Independence,39.0434507,-94.4191271,,,,,,
Missouri,City Electric Supply Warsaw,Warsaw,38.2647682,-93.3701975,,,,,,
Missouri,City Electric Supply Liberty,Liberty,39.2519233,-94.4540897,,,,,,
Missouri,City Electric Supply Branson,Branson,36.6441276,-93.2183384,,,,,,
Missouri,City Electric Supply Warrensburg,Warrensburg,38.7726758,-93.7326175,,,,,,
Missouri,City Electric Supply Lee's Summit,Lee's Summit,38.9595996,-94.367781,,,,,,
Missouri,City Electric Supply - NKC,- NKC,39.127137,-94.5741705,,,,,,
Missouri,City Electric Supply Sedalia,Sedalia,38.7125697,-93.2369357,,,,,,
Missouri,City Electric Supply Merriam,Merriam,39.030814,-94.6879248,,,,,,
Missouri,City Electric Supply Lenexa,Lenexa,38.9486865,-94.7572842,,,,,,
Missouri,City Electric Supply Leavenworth,Leavenworth,39.2677118,-94.9258838,,,,,,
Ohio,City Electric Supply Newark,Newark,40.0163232,-82.4539098,,,,,,
Ohio,City Electric Supply Delaware,Delaware,40.2812097,-83.0941889,,,,,,
Ohio,City Electric Supply Columbus Central,Columbus Central,39.926381,-83.0579823,,,,,,
Ohio,City Electric Supply Springfield,Springfield,39.8924332,-83.7975636,,,,,,
Ohio,City Electric Supply Cincinnati,Cincinnati,39.1695895,-84.4844002,,,,,,
Ohio,City Electric Supply Sharonville,Sharonville,39.2989345,-84.4357298,,,,,,
Ohio,City Electric Supply Sidney,Sidney,40.2842164,-84.1554987,,,,,,
Ohio,City Electric Supply Columbus East,Columbus East,39.9625112,-83.0032218,,,,,,
Ohio,City Electric Supply Troy,Troy,40.0518368,-84.2448534,,,,,,
Ohio,City Electric Supply Beavercreek,Beavercreek,39.7275254,-84.0887976,,,,,,
Ohio,City Electric Supply Columbus North,Columbus North,40.1068022,-82.9984441,,,,,,
Ohio,City Electric Supply Waynesville,Waynesville,39.5471693,-84.1652624,,,,,,
Ohio,City Electric Supply Dayton,Dayton,39.8197295,-84.1634518,,,,,,
